index,lidar_rgb1_x_m,lidar_rgb1_y_m,lidar_rgb1_z_m,nearest_stereo_x_m,nearest_stereo_y_m,nearest_stereo_z_m,nearest_error_m
178,-0.04027367001747907,0.016352129891065725,-0.024806719884539325,-0.0436269,-0.02709843,0.40328,0.43029923895780575
179,-0.04177085463349561,0.016236271119894594,-0.026426188857702457,-0.0436269,-0.02709843,0.40328,0.43188974283741055
180,-0.04241352480566792,0.016183014945767207,-0.026735124728195874,-0.0436269,-0.02709843,0.40328,0.4321894992372693
181,-0.04306588783105599,0.016128819941816024,-0.0270338551110491,-0.0436269,-0.02709843,0.40328,0.43247996921559145
182,-0.043531349673606945,0.01608663947752004,-0.02686200778677472,-0.0436269,-0.02709843,0.40328,0.43230441383182855
183,-0.04365390595287214,0.016065750316418555,-0.02574440644457277,-0.0436269,-0.02709843,0.40328,0.4311903158894316
184,-0.0440208111601815,0.01602995238098539,-0.025329569240844594,-0.0436269,-0.02709843,0.40328,0.4307741582054627
185,-0.04477455656013295,0.015968750526919092,-0.025829880912519896,-0.0436269,-0.02709843,0.40328,0.43126718986131474
186,-0.04526636570926969,0.01592392215485841,-0.02561977409665681,-0.0436269,-0.02709843,0.40328,0.43105524802850015
187,-0.04563302542340621,0.015887956898818983,-0.025184248350685248,-0.0436269,-0.02709843,0.40328,0.4306198626544612
188,-0.0458864828849703,0.015859769541324547,-0.024518612655421535,-0.0436269,-0.02709843,0.40328,0.4299560042754953
189,-0.04634136922741663,0.015818116914167336,-0.024303478699565836,-0.0436269,-0.02709843,0.40328,0.4297404211835845
190,-0.0467935266666006,0.015776650272589825,-0.02408263189138812,-0.0436269,-0.02709843,0.40328,0.429519637700025
191,-0.047129574210506675,0.015743230948510933,-0.02363339824514286,-0.0436269,-0.02709843,0.40328,0.42907193597422344
192,-0.047805453710605766,0.015686191085698332,-0.02384520633048393,-0.0436269,-0.02709843,0.40328,0.4292830371624503
193,-0.04848943021417695,0.015628340021238356,-0.02404553590709105,-0.0436269,-0.02709843,0.40328,0.42948380029381106
194,-0.04892845150683131,0.01558782266229179,-0.023803108464304275,-0.0436269,-0.02709843,0.40328,0.42924375842900886
195,-0.04937412639372574,0.0155466247743032,-0.02354972115426251,-0.0436269,-0.02709843,0.40328,0.4289932891882454
196,-0.050060754861114665,0.015488330870991867,-0.02372687309469496,-0.0436269,-0.02709843,0.40328,0.4291735037953367
197,-0.05102357850641551,0.015409675446074935,-0.02431367314917256,-0.0436269,-0.02709843,0.40328,0.4297650511602163
198,-0.05189198602298209,0.015337039159283347,-0.02465725081298154,-0.0436269,-0.02709843,0.40328,0.4301155325294687
199,-0.052617992618544426,0.01527487615736518,-0.02478691169965146,-0.0436269,-0.02709843,0.40328,0.4302529694415348
